Path length, A* time, HPA* time 
1069, 184.204, 1.9704
1076, 196.5722, 3.5477
1072, 233.6248, 2.1768
1073, 297.8705, 2.6265
1075, 169.5066, 2.1436
1074, 113.6041, 1.7629
1077, 153.4997, 2.4775
1078, 152.8028, 2.3627
1080, 171.0682, 1.7733
1079, 273.4596, 2.4508
1082, 201.8047, 2.3642
1083, 232.4495, 2.524
1081, 236.732, 2.4994
1088, 215.6606, 2.0473
1084, 314.058, 2.5176
1086, 212.855, 2.0022
1085, 240.5765, 2.3962
1087, 247.9888, 2.8008
1090, 303.6882, 2.4748
1092, 221.5414, 3.5527
1091, 345.0454, 2.5023
1089, 125.1454, 1.9298
1094, 252.7455, 2.6697
1093, 379.7252, 4.524
1095, 208.2785, 2.0146
1099, 189.9292, 2.6285
1097, 140.3297, 1.7138
1098, 258.4871, 2.4661
1096, 282.9008, 2.369
1100, 354.7359, 4.6716
1101, 161.8296, 2.2272
1104, 301.3038, 4.6177
1102, 268.8275, 2.9677
1103, 291.3844, 3.5508
1105, 343.3916, 2.8568
1106, 235.4374, 3.3842
1108, 310.6227, 4.2848
1107, 213.5424, 2.4285
1111, 140.8183, 1.5448
1112, 440.576, 3.8486
1110, 260.9477, 2.386
1116, 327.9378, 2.4517
1113, 382.5028, 2.8334
1114, 186.7929, 2.7936
1115, 182.7029, 2.0166
1118, 353.3283, 3.7114
1119, 288.1364, 3.0061
1117, 178.0176, 1.7974
1120, 264.8641, 2.4626
1121, 244.0479, 2.5834
1124, 263.7718, 3.2188
1123, 172.3299, 1.7205
1122, 250.6772, 3.2848
1125, 347.4197, 2.4846
1128, 268.32, 2.1998
1126, 207.6451, 2.4556
1127, 369.6128, 3.3146
1130, 123.2321, 2.5506
1131, 316.303, 2.6065
1132, 283.0884, 2.489
1129, 251.9847, 2.487
1133, 352.4554, 3.1168
1135, 244.693, 2.267
1134, 275.7586, 2.9076
1139, 342.4978, 3.2642
1140, 282.4798, 3.0131
1137, 396.8598, 3.0288
1138, 259.6739, 3.1586
1142, 240.0936, 2.1479
1141, 292.9666, 3.4131
1143, 245.0661, 2.445
1146, 308.8907, 2.8862
1144, 197.9776, 2.3816
1147, 436.0662, 3.3001
1148, 258.1164, 3.0825
1149, 283.2864, 2.7466
1151, 330.9422, 2.3878
1150, 191.4235, 2.1908
1155, 434.0954, 3.5784
1153, 278.5903, 3.3628
1154, 222.6729, 2.3643
1156, 297.1512, 3.9298
1152, 373.6042, 2.7069
1159, 304.8645, 2.8952
1157, 285.7445, 2.6243
1158, 241.323, 2.1263
1163, 414.4297, 2.9501
1162, 180.5614, 1.8246
1160, 342.2401, 3.8633
1164, 356.0429, 2.659
1161, 441.0734, 3.5088
1165, 204.3941, 1.9052
1167, 416.1746, 2.6854
1166, 441.1875, 3.1297
1168, 355.3012, 2.4583
1170, 191.9981, 2.4196
1172, 370.0554, 3.8263
1169, 197.905, 2.4904
1174, 240.7453, 2.3053
1173, 258.8433, 2.6806
1176, 252.7832, 2.4567
1175, 254.3456, 2.1555
1178, 430.3599, 3.7928
1179, 599.8873, 3.34
1177, 452.1915, 4.0572
1180, 161.1475, 3.3912
1182, 360.0123, 2.4819
1181, 357.4776, 2.7405
1184, 258.5521, 3.0012
1183, 417.3186, 5.3928
1188, 382.2803, 2.6846
1186, 378.1566, 2.6298
1185, 228.4242, 2.5348
1187, 144.2452, 2.7883
1191, 224.0241, 3.9668
1190, 248.591, 2.8511
1189, 199.0282, 1.7966
1194, 303.302, 3.3954
1193, 305.4408, 3.9244
1195, 424.5058, 3.9708
1192, 475.5835, 6.0693
1198, 303.4815, 2.9801
1199, 229.8716, 3.1498
1197, 678.212, 4.2548
1201, 237.8784, 2.5806
1204, 387.4069, 3.6128
1200, 276.6438, 2.6716
1202, 190.1081, 2.1063
1203, 523.5774, 3.7585
1207, 332.0466, 3.5534
1208, 305.6512, 2.6719
1205, 334.6572, 3.0268
1206, 347.3769, 2.4806
1209, 348.9277, 3.9175
1211, 378.9806, 5.1084
1210, 380.369, 2.7789
1215, 485.19, 3.2415
1216, 310.5656, 3.1781
1214, 343.9215, 2.8638
1212, 462.4485, 3.0198
1213, 220.1848, 2.3328
1218, 374.0865, 2.6438
1217, 609.5539, 4.7216
1221, 225.9622, 2.4459
1222, 345.7211, 4.27
1220, 347.7332, 3.4733
1224, 215.7976, 2.1099
1227, 501.3912, 4.0466
1226, 256.6024, 2.7693
1225, 476.4461, 3.0124
1228, 360.5083, 3.3478
1230, 497.7088, 3.4192
1229, 195.7077, 1.8715
1232, 380.4486, 3.0904
1231, 472.9948, 3.1743
1233, 459.9547, 4.3316
1236, 347.1568, 3.0565
1235, 345.1246, 3.465
1240, 462.3179, 3.5778
1237, 452.2788, 4.7747
1242, 400.0382, 3.135
1243, 489.8016, 4.0054
1244, 361.758, 3.4928
1246, 442.4126, 3.4776
1248, 221.8122, 1.9305
1247, 344.4441, 2.392
1245, 384.1056, 2.9241
1251, 401.6422, 2.9883
1249, 420.1338, 3.4342
1252, 319.9133, 3.2551
1256, 420.346, 3.6346
1253, 560.8936, 4.721
1254, 359.9554, 3.6748
1257, 491.5793, 2.8848
1258, 355.5223, 3.072
1260, 221.6634, 1.9852
1264, 311.1346, 2.8402
1261, 594.9978, 3.6455
1262, 486.0001, 3.9543
1263, 361.8248, 3.4251
1265, 388.1895, 3.1095
1268, 304.9676, 2.9832
1267, 168.1462, 3.5307
1269, 360.5053, 2.7814
1271, 351.5991, 4.4898
1272, 337.2676, 2.7476
1270, 153.5302, 1.8159
1274, 540.9916, 3.4922
1273, 416.8236, 3.6622
1275, 359.6068, 3.5346
1278, 351.3036, 2.6798
1277, 444.5191, 3.1608
1280, 323.0822, 2.7294
1284, 489.398, 4.1535
1283, 409.7112, 4.2146
1282, 200.5235, 3.2203
1281, 229.8397, 2.9521
1286, 529.1664, 4.7248
1287, 614.5492, 5.1854
1285, 471.2352, 3.3303
1288, 319.8491, 3.3922
1291, 426.2326, 4.1263
1290, 518.7166, 3.9612
1289, 381.5537, 2.7335
1292, 388.6883, 2.8667
1295, 341.6455, 3.0644
1293, 389.0365, 4.169
1294, 554.942, 4.2379
1296, 379.2002, 3.0326
1300, 738.7328, 7.1534
1298, 368.3519, 3.0898
1297, 301.749, 4.3764
1299, 505.7004, 3.4471
1302, 587.2534, 5.0973
1303, 368.2905, 3.3011
1301, 271.4125, 2.764
1304, 186.2957, 2.0129
1305, 569.42, 3.5122
1306, 309.3946, 2.2562
1308, 701.1552, 4.6512
1307, 452.8128, 3.9894
1310, 440.4337, 3.391
1311, 474.8567, 4.4196
1312, 211.3058, 2.1402
1309, 597.0131, 4.1572
1314, 397.1565, 3.0972
1315, 495.9136, 3.1978
1313, 465.9904, 3.1276
1316, 986.1136, 4.0063
1318, 492.8621, 3.6407
1320, 234.0973, 2.5828
1319, 385.5558, 2.93
1317, 453.7017, 3.8929
1321, 631.419, 15.0689
1323, 500.3496, 3.7091
1324, 383.175, 3.4018
1322, 399.8413, 3.1397
1326, 329.2812, 2.9784
1325, 690.5224, 4.2738
1328, 570.5152, 5.1627
1332, 423.7433, 2.8961
1329, 437.449, 3.5358
1331, 518.371, 3.9376
1330, 140.7093, 3.9818
1333, 562.3612, 3.5633
1335, 431.71, 3.4665
1336, 498.3405, 3.2496
1339, 419.1467, 3.7121
1340, 439.9546, 3.2489
1338, 480.1029, 3.3672
1337, 682.6508, 3.9964
1343, 516.2484, 3.9192
1342, 510.1994, 4.7773
1341, 720.0772, 6.1649
1346, 460.44, 3.2189
1348, 508.7109, 3.3464
1347, 491.8724, 3.3939
1345, 480.9623, 3.5591
1344, 595.9609, 3.6568
1352, 499.833, 4.0498
1350, 595.0321, 3.518
1349, 552.1313, 3.6259
1354, 379.2822, 3.986
1353, 554.9646, 3.6904
1356, 312.1406, 3.7316
1355, 843.1219, 4.3761
1359, 635.3264, 4.6661
1360, 657.4467, 3.7834
1358, 618.898, 3.9209
1357, 547.5518, 3.8443
1361, 363.8636, 2.6847
1362, 550.1256, 3.5204
1363, 431.866, 3.3638
1364, 650.5101, 4.3769
1368, 676.5214, 4.1957
1366, 388.757, 3.0529
1365, 423.7346, 3.5176
1367, 772.6896, 5.6995
1372, 584.6156, 4.0694
1369, 423.6172, 2.915
1371, 474.6596, 3.6888
1374, 639.0948, 4.0267
1375, 409.0586, 2.9183
1373, 299.2627, 2.9942
1376, 559.5744, 5.1119
1377, 439.3527, 3.2936
1379, 558.7444, 4.442
1378, 618.4732, 4.3252
1380, 535.9, 4.2185
1381, 572.8647, 4.3372
1383, 563.5378, 3.9816
1382, 418.063, 3.154
1384, 596.8039, 4.4184
1385, 780.6047, 5.4567
1388, 896.8602, 5.0342
1386, 679.3446, 4.6125
1387, 414.1684, 4.8275
1391, 668.7647, 4.1781
1392, 655.8312, 4.1428
1389, 491.3332, 6.3887
1393, 554.7394, 4.3974
1395, 630.5662, 5.8506
1394, 706.4621, 4.8168
1397, 676.8813, 4.6229
1398, 600.8113, 4.4255
1396, 720.295, 5.952
1399, 551.2132, 3.9346
1403, 602.4996, 4.932
1402, 819.7884, 4.6036
1404, 640.6153, 4.9415
1400, 627.6155, 5.0973
1401, 650.9274, 4.0883
1406, 530.0344, 4.7836
1407, 623.4588, 4.3688
1405, 776.8721, 5.8199
1409, 473.1507, 3.7477
1412, 816.1822, 4.7385
1410, 674.8357, 4.2756
1411, 626.7104, 4.5607
1408, 668.8464, 6.3031
1415, 482.1666, 3.8791
1414, 575.5269, 4.432
1413, 603.445, 5.1092
1416, 609.8506, 4.7578
1417, 653.351, 4.2723
1418, 695.2279, 4.7484
1424, 484.0827, 3.67
1423, 846.9877, 5.9265
1422, 347.4004, 3.5126
1421, 609.5561, 4.123
1420, 501.1156, 3.6474
1427, 632.3444, 4.7304
1425, 436.7932, 3.4945
1426, 564.341, 4.1862
1432, 742.8032, 4.6828
1428, 574.8056, 4.212
1431, 603.829, 4.1464
1429, 345.2767, 3.6624
1430, 628.2354, 5.1176
1436, 645.5829, 4.2936
1434, 537.335, 4.5864
1433, 549.7772, 5.2187
1435, 710.1714, 4.432
1440, 606.3154, 5.0337
1437, 900.1018, 6.5138
1439, 370.2347, 4.1596
1438, 910.4689, 5.1027
1442, 669.5071, 5.1308
1443, 660.5275, 4.2927
1444, 691.235, 5.6949
1441, 761.6121, 4.7861
1448, 813.197, 5.5822
1445, 570.2685, 3.9797
1446, 753.798, 4.7916
1447, 749.2431, 4.5822
1452, 576.745, 4.1116
1449, 650.8673, 4.5325
1450, 746.4749, 4.352
1455, 568.7084, 5.3746
1454, 723.5612, 5.0549
1453, 773.8898, 4.8034
1456, 697.803, 5.654
1457, 666.1993, 4.6515
1459, 538.8717, 3.9866
1458, 591.8321, 4.4402
1460, 623.2352, 5.7448
1463, 825.4367, 5.4104
1461, 726.098, 5.0946
1464, 781.5957, 4.8411
1467, 848.8902, 5.0158
1465, 802.517, 5.0699
1466, 706.6004, 4.5345
1471, 758.7328, 4.7151
1470, 680.1555, 4.2999
1472, 678.3367, 4.7694
1469, 584.8768, 3.8727
1476, 620.8272, 4.782
1473, 715.2992, 5.3403
1474, 598.1567, 5.1542
1475, 697.2635, 5.9709
1477, 672.934, 4.1359
1479, 814.607, 6.1394
1478, 534.35, 3.7869
1483, 588.8514, 4.1571
1481, 641.5406, 4.624
1482, 659.9546, 4.1838
1480, 825.0597, 5.073
1487, 742.2651, 5.4529
1484, 236.3906, 5.1794
1486, 497.5373, 4.1033
1485, 701.8438, 4.2904
1491, 742.2376, 5.2683
1488, 567.7992, 4.0153
1489, 653.1114, 5.198
1492, 809.8957, 4.509
1495, 695.9169, 5.1648
1493, 625.92, 4.6004
1496, 754.0446, 5.7186
1494, 663.5119, 4.1594
1498, 775.319, 5.5894
1497, 667.2575, 4.807
1499, 828.4235, 4.7655
1504, 833.3211, 4.7901
1502, 638.2574, 4.2978
1501, 785.2567, 4.819
1503, 752.4375, 5.622
1500, 739.2668, 4.6489
1507, 793.0895, 5.7383
1505, 743.6896, 4.9387
1506, 734.4316, 5.9117
1510, 749.4461, 4.825
1508, 690.932, 5.194
1511, 816.3526, 4.4619
1512, 739.6265, 5.9064
1513, 819.8994, 4.9882
1514, 852.8833, 6.2461
1520, 739.0726, 4.5754
1517, 818.0172, 4.6035
1519, 765.6268, 5.409
1518, 742.1744, 4.6084
1521, 786.7271, 4.8903
1523, 573.6579, 4.1072
1522, 807.3396, 4.9863
1524, 843.6583, 4.9301
1526, 1042.1017, 5.5549
1525, 716.3013, 4.7012
1527, 737.2994, 4.3137
1530, 718.0812, 4.5095
1531, 844.8398, 4.8054
1529, 816.6857, 4.5869
1532, 854.4612, 4.3586
1528, 886.6617, 4.2655
1534, 709.1356, 4.8798
1533, 782.0868, 5.1821
1536, 731.0146, 5.4376
1535, 912.5251, 5.588
1537, 656.6689, 4.4691
1539, 920.5277, 6.0211
1538, 819.3672, 4.5986
1540, 1189.6764, 7.2238
1541, 929.9064, 6.5306
1544, 863.142, 5.2862
1542, 810.101, 5.9513
1543, 674.2081, 4.4779
1545, 761.2178, 4.8982
1546, 829.9574, 4.9026
1548, 822.21, 4.7597
1547, 714.4806, 4.905
1550, 692.9752, 5.1656
1549, 783.4374, 4.6919
1552, 901.8652, 5.7352
1551, 792.646, 4.6728
1553, 857.4735, 4.7088
1554, 630.8744, 4.4739
1555, 994.7525, 5.2315
1556, 898.3326, 4.9259
1560, 765.0923, 4.5234
1557, 797.0654, 4.6367
1559, 608.9974, 3.9324
1561, 540.0417, 3.8008
1563, 781.4178, 4.6214
1564, 817.4933, 4.957
1562, 1202.456, 5.6573
1565, 795.4173, 4.6319
1566, 792.1664, 5.2802
1567, 624.3989, 4.8662
1568, 823.7104, 4.5605
1571, 969.0974, 4.8361
1569, 882.532, 4.5335
1570, 837.8084, 4.6582
1572, 721.5878, 5.2096
1576, 708.5739, 4.9838
1573, 803.1879, 4.8012
1575, 771.972, 4.572
1574, 955.5389, 5.48
1578, 821.8912, 4.5967
1577, 838.4966, 4.6188
1580, 796.8142, 4.8018
1584, 792.0252, 5.4594
1583, 894.4572, 5.2515
1582, 885.3515, 4.7227
1581, 734.399, 4.9618
1586, 829.8473, 5.4533
1587, 907.9813, 4.3847
1585, 915.6292, 5.775
1588, 732.8791, 4.4302
1590, 777.3182, 4.6295
1589, 852.0318, 5.4783
1591, 786.0616, 5.399
1596, 778.2985, 4.7023
1593, 824.6009, 5.8179
1594, 859.976, 5.0391
1595, 690.687, 4.6189
1599, 819.6368, 5.2029
1598, 740.1189, 4.4696
1597, 685.9836, 4.5086
1600, 891.7086, 5.1294
1601, 921.4504, 5.8948
1602, 693.2574, 4.4294
1603, 828.1512, 5.9631
1605, 985.306, 5.3364
1604, 684.4, 5.1003
1607, 847.5683, 4.9041
1606, 1097.8811, 5.2435
1608, 818.8347, 5.475
1609, 708.4094, 4.4572
1611, 843.7249, 5.371
1610, 934.661, 4.8351
1612, 922.5428, 5.4517
1615, 839.6002, 5.5559
1614, 815.1389, 5.0344
1616, 709.9065, 4.57
1613, 873.7623, 4.5476
1618, 837.1112, 5.2414
1617, 782.3808, 5.143
1620, 870.29, 6.0054
1622, 771.1811, 4.8429
1621, 866.812, 4.6496
1623, 792.165, 4.698
1627, 851.0144, 5.2961
1625, 833.8022, 4.9913
1624, 889.2066, 4.5679
1626, 893.4438, 4.7621
1631, 891.1076, 4.7334
1630, 666.5784, 5.8913
1628, 838.357, 5.6088
1629, 955.4496, 4.87
1632, 1044.2932, 5.2559
1634, 781.9069, 4.8047
1636, 888.5165, 4.8363
1635, 782.2886, 4.8942
1633, 869.0627, 4.7896
1637, 876.9563, 5.465
1639, 902.386, 5.0526
1638, 886.2582, 5.4575
1640, 819.7709, 5.4735
1643, 850.4516, 5.1755
1642, 1240.2395, 5.5589
1644, 855.6518, 5.0271
1641, 909.2438, 4.624
1648, 859.4272, 6.1912
1645, 990.2874, 5.4689
1646, 972.2251, 4.8996
1647, 938.3517, 5.2124
1652, 848.7878, 4.5872
1651, 834.0358, 5.2268
1650, 921.9119, 4.69
1649, 915.3588, 5.3267
1655, 807.3966, 4.7084
1656, 915.1396, 5.448
1653, 912.4345, 5.2721
1654, 917.4792, 6.0727
1657, 790.3099, 4.8749
1659, 789.0407, 4.9512
1658, 736.4702, 4.2092
1660, 897.0273, 5.18
1663, 814.6852, 4.8112
1664, 1002.7749, 5.171
1661, 725.6814, 4.4696
1662, 899.667, 5.2676
1665, 1012.07, 4.9081
1667, 823.0108, 5.1424
1666, 844.867, 5.258
1671, 868.0841, 5.1884
1669, 827.0493, 4.704
1672, 921.609, 5.1705
1670, 934.9762, 5.9095
1674, 817.7505, 4.8961
1675, 803.4502, 5.7284
1673, 1034.4728, 5.0925
1676, 901.6858, 4.6534
1677, 844.9018, 4.3016
1679, 1047.5788, 4.4998
1680, 930.1525, 4.6783
1678, 952.8626, 4.8914
1683, 1163.543, 5.2789
1682, 1062.6661, 5.7872
1681, 894.9169, 6.1306
1687, 886.0603, 4.575
1685, 974.4049, 5.1473
1686, 939.985, 4.7658
1684, 936.993, 6.0672
1688, 977.5604, 5.5272
1692, 818.8486, 4.5086
1690, 1006.375, 6.1034
1689, 1035.1695, 5.2709
1691, 860.3353, 7.2596
1695, 1064.7943, 5.6582
1694, 969.1605, 5.1274
1693, 942.966, 4.9985
1700, 980.131, 6.1578
1699, 699.5191, 4.4668
1698, 1010.9015, 5.4252
1696, 836.5353, 4.6969
1697, 862.4908, 5.0942
1701, 905.554, 6.3546
1703, 1027.3142, 5.9566
1702, 1009.4113, 5.213
1706, 954.6646, 5.1965
1705, 1134.3679, 5.341
1704, 1195.0909, 5.2389
1707, 784.3594, 5.5683
1710, 1095.8116, 5.1457
1709, 1049.8566, 6.5015
1708, 957.5317, 5.9114
1711, 897.0356, 5.472
1712, 841.0071, 5.0308
1715, 952.2216, 5.0926
1714, 1197.4641, 6.1712
1713, 1180.6588, 5.372
1716, 859.2245, 5.2347
1717, 1090.1778, 5.7983
1718, 1079.516, 4.9336
